HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,SalePrice,TimeToSubway_min,Age,Size_m2
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,60176,7.5,11,15.143189
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,92920,7.5,40,54.534061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,225663,2.5,18,80.639804
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,200522,30.0,16,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,73008,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,398230,2.5,18,152.63962899999999
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,348672,2.5,18,137.775149
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,169911,17.5,33,134.523544
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,253982,12.5,19,84.54173
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,193769,30.0,16,107.76748
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,54424,7.5,11,12.541905
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,146256,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,326548,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,152212,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,84070,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,293238,2.5,18,152.63962899999999
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,380530,7.5,10,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,241592,2.5,11,59.45792
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,205309,2.5,19,75.994654
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,327433,2.5,12,84.54173
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,222123,2.5,17,77.016587
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,268141,12.5,39,105.07329299999999
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,210619,2.5,17,77.016587
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,211504,2.5,19,75.994654
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,273451,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,212389,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,280530,7.5,20,109.997152
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,143362,17.5,32,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,176106,12.5,39,121.981639
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,201769,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,327433,2.5,18,128.856461
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,279646,2.5,19,133.501611
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,103982,7.5,11,26.756064
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,353982,17.5,32,217.114311
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,61946,12.5,33,32.980565
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,149619,30.0,16,84.54173
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,442477,2.5,18,151.338987
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,339823,12.5,19,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,501769,2.5,18,179.116984
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,345132,2.5,12,84.263021
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,423008,2.5,18,152.63962899999999
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,91592,12.5,33,53.512128
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,313274,2.5,18,134.151932
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,448672,2.5,18,157.00607
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,143362,7.5,20,69.026929
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,39823,12.5,33,32.980565
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,40088,12.5,33,32.980565
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,530973,2.5,18,141.119657
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,228761,7.5,20,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,194690,17.5,32,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,435398,2.5,18,157.00607
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,97345,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,486725,2.5,18,152.63962899999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,480530,2.5,18,128.856461
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,351769,2.5,18,128.856461
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,84070,17.5,32,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,197345,2.5,17,77.016587
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,307964,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,142920,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,163716,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,196460,2.5,17,77.016587
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,79646,7.5,40,54.534061
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,172566,17.5,28,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,146017,12.5,39,105.07329299999999
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,65929,12.5,33,53.512128
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,194690,2.5,18,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,176991,17.5,32,217.114311
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,348672,2.5,18,137.775149
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,360176,2.5,18,137.775149
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,415929,2.5,19,191.008568
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,202654,17.5,32,217.114311
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,200884,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,337168,2.5,18,123.932602
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,60176,7.5,40,54.534061
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,585840,2.5,18,179.116984
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,345132,30.0,16,107.76748
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,73893,12.5,33,32.980565
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,176106,12.5,39,127.927431
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,415929,2.5,19,161.929929
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,158407,17.5,32,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,37610,12.5,33,32.980565
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,84070,12.5,33,53.512128
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,159292,2.5,17,77.016587
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,60176,12.5,33,53.512128
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,194690,17.5,32,217.114311
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,109734,7.5,39,47.194724
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,232743,12.5,19,84.54173
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,384955,2.5,18,137.775149
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,146017,17.5,32,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,168141,12.5,39,105.07329299999999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,146902,12.5,39,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,284070,12.5,39,121.981639
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,280530,12.5,19,75.623042
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,363716,12.5,39,166.853788
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,462831,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,171681,7.5,20,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,261061,2.5,18,127.184207
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,155752,17.5,32,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,274336,2.5,11,59.45792
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,136725,7.5,20,69.026929
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,185840,30.0,16,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,308849,2.5,19,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119026,12.5,33,53.512128
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,53982,7.5,11,12.541905
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,334955,2.5,11,84.54173
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,380530,7.5,10,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,230088,2.5,19,110.740376
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,190265,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,381415,2.5,12,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,184513,17.5,32,59.829532
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,71681,7.5,11,17.837376
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,282566,2.5,18,129.506782
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,216814,2.5,18,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,244911,2.5,12,84.54173
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,37168,12.5,33,32.980565
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,268141,2.5,11,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,276106,2.5,11,59.45792
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,168141,30.0,16,84.54173
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,94690,7.5,39,47.194724
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,79646,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,336283,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,146017,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,110619,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,228318,2.5,18,80.639804
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,389380,7.5,10,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,225663,2.5,18,80.639804
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,65486,12.5,33,32.980565
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,114159,12.5,33,53.512128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,336283,2.5,18,80.639804
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,166371,17.5,33,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,203539,17.5,33,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,253982,2.5,11,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,181415,17.5,32,134.802253
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,144752,2.5,12,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,88495,12.5,33,59.45792
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,340707,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,226548,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,182743,7.5,20,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,197345,7.5,20,69.026929
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,190265,2.5,19,83.891409
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,214159,12.5,19,75.623042
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,203539,2.5,19,83.891409
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75088,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,183628,7.5,20,69.026929
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,383185,2.5,18,134.151932
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,77876,17.5,32,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,250000,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,252814,2.5,12,84.54173
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,264601,2.5,11,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,219469,17.5,32,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,80530,12.5,33,32.980565
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,448672,2.5,18,152.63962899999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,309734,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,181415,17.5,32,119.659064
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,119469,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,278761,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,386725,2.5,19,131.179036
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75504,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,451327,2.5,18,152.63962899999999
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,82035,17.5,33,59.829532
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,122123,17.5,33,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,66371,12.5,33,59.45792
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,198849,12.5,19,84.54173
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,214159,2.5,17,108.417801
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,154867,12.5,39,105.07329299999999
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,216814,2.5,17,108.417801
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,185840,12.5,19,84.54173
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,60176,7.5,11,12.541905
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,123893,7.5,20,69.026929
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,277876,2.5,18,131.829357
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,168141,7.5,20,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,80973,17.5,33,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,345132,2.5,11,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,192920,17.5,32,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,123008,12.5,33,53.512128
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,96460,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,176548,17.5,32,59.829532
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,199115,7.5,39,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,199115,12.5,19,75.623042
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,93362,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,233628,2.5,18,129.506782
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,38053,12.5,33,32.980565
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,194690,2.5,19,75.994654
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,135398,17.5,32,84.913342
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,190106,30.0,16,107.76748
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,160176,7.5,20,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,97345,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,371681,2.5,12,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,281415,2.5,19,106.745547
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,149557,12.5,39,105.07329299999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,252814,2.5,12,84.263021
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,326548,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,146460,7.5,20,69.026929
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,240707,12.5,19,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,230088,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,154867,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,295575,2.5,18,129.506782
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,197345,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,345132,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,237168,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,38053,12.5,33,32.980565
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,303539,7.5,10,59.829532
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,35398,7.5,11,12.541905
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,309734,2.5,12,84.263021
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,51327,7.5,39,47.194724
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,74256,7.5,20,53.140516
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,271681,2.5,19,133.501611
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,170796,2.5,19,75.994654
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75504,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,292035,2.5,18,80.639804
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,111504,2.5,47,72.371437
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,185840,12.5,19,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,113274,17.5,32,84.913342
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,86283,7.5,40,54.534061
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,55752,7.5,40,54.534061
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,274336,2.5,17,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,309734,2.5,18,137.775149
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,158407,17.5,32,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.263021
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,208407,12.5,19,75.344333
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,223008,2.5,19,79.617871
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,230088,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,233628,2.5,17,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119469,12.5,33,53.512128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,263345,2.5,12,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,230088,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,115044,7.5,20,53.140516
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,182743,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,458407,2.5,18,151.338987
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119469,12.5,33,53.512128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,244911,2.5,12,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,250442,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,212389,7.5,20,69.026929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,175221,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,216814,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,451327,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,389380,2.5,18,141.119657
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,57522,7.5,39,50.817941
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,194690,17.5,32,163.602183
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,349557,2.5,19,161.929929
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,340707,2.5,11,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,278761,2.5,19,161.929929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,143238,2.5,12,59.829532
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,203646,30.0,16,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,225663,17.5,32,217.114311
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,219469,7.5,20,109.997152
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119469,12.5,33,59.45792
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,203646,30.0,16,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,221238,7.5,20,69.026929
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,238938,2.5,18,129.506782
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,212389,30.0,16,107.76748
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,176991,2.5,19,83.891409
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,74672,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,300884,2.5,12,84.54173
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,140707,17.5,33,134.523544
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,201769,12.5,19,84.54173
